timestamp_ns,velocidad_ms,aceleracion_long_m_s2,freno_activo,velocidad_promedio_5s,aceleracion_promedio_5s,contexto_conduccion,frena_regenerativo_pct,frena_mecanico_pct
60000000000,3.965378354254311,0.0,True,3.965378354254311,0.0,Urban,0.8,0.2
60400000000,3.8488754968983017,-0.2912571433900235,True,3.907126925576306,-0.1456285716950117,Urban,0.8,0.2
60800000000,3.9951141811874304,0.3655967107228219,False,3.9364560107800144,0.0247798557775994,Urban,0.0,0.0
62100000000,5.491129323533177,1.1507808787274971,False,4.325124338968305,0.3062801115150739,Urban,0.0,0.0
74400000000,5.324828377737478,-0.0135204020972113,True,4.52506514672214,0.2423200087926169,Urban,0.8,0.2
78200000000,5.154099688363351,-0.0449286024668755,False,4.629904236995675,0.1944452402493681,Urban,0.0,0.0
78500000000,4.997086067662558,-0.5233787356693103,False,4.6823587842338,0.0918989579752712,Urban,0.0,0.0
78600000000,4.862133871009509,-1.349521966530487,False,4.7048306700807645,-0.0882786575879485,Urban,0.0,0.0
78800000000,4.768623950898529,-0.4675496005549018,False,4.71191881239385,-0.1304198734731655,Urban,0.0,0.0
79000000000,4.771593647460734,0.0148484828110273,False,4.717886295900538,-0.1158930378447462,Urban,0.0,0.0
79100000000,4.983345918248492,2.1175227078775816,False,4.742018988841261,0.0871447572209199,Urban,0.0,0.0
79200000000,5.695539124954655,7.121932067061625,False,4.821479000184044,0.6733770330409786,Urban,0.0,0.0
83500000000,5.54076213379244,-0.0359946491074917,True,4.876808472000074,0.6188099805680195,Urban,0.8,0.2
84900000000,5.393764861388167,-0.1049980517173379,True,4.9137339283849375,0.567109406833351,Urban,0.8,0.2
89900000000,5.223777492016885,-0.0339974738742563,True,4.934403499293735,0.5270356147861771,Urban,0.8,0.2
92700000000,5.063101649137393,-0.0573842295998185,True,4.942447133658964,0.4905093745120524,Urban,0.8,0.2
98900000000,4.907059064364591,-0.0251681588343229,True,4.940365482524,0.4601754019622656,Urban,0.8,0.2
100600000000,4.962384451569823,0.0325443454148424,True,4.941588758582101,0.4364181210429644,Urban,0.8,0.2
105800000000,4.863850749888562,-0.0189487887848579,False,4.937497284440337,0.4124514415783422,Urban,0.0,0.0
