timestamp_ns,velocidad_ms,aceleracion_long_m_s2,freno_activo,velocidad_promedio_5s,aceleracion_promedio_5s
60000000000,3.965378354254311,0.0,True,3.965378354254311,0.0
60400000000,3.8488754968983017,-0.2912571433900235,True,3.907126925576306,-0.14562857169501175
60800000000,3.9951141811874304,0.36559671072282196,False,3.9364560107800144,0.024779855777599485
62100000000,5.491129323533177,1.1507808787274973,False,4.325124338968305,0.30628011151507395
74400000000,5.324828377737478,-0.013520402097211316,True,4.52506514672214,0.2423200087926169
78200000000,5.154099688363351,-0.04492860246687556,False,4.629904236995675,0.19444524024936816
78500000000,4.997086067662558,-0.5233787356693103,False,4.6823587842338,0.09189895797527124
78600000000,4.862133871009509,-1.349521966530487,False,4.7048306700807645,-0.08827865758794853
78800000000,4.768623950898529,-0.4675496005549018,False,4.71191881239385,-0.13041987347316555
79000000000,4.771593647460734,0.014848482811027353,False,4.717886295900538,-0.11589303784474628
79100000000,4.983345918248492,2.1175227078775816,False,4.742018988841261,0.0871447572209199
79200000000,5.695539124954655,7.121932067061625,False,4.821479000184044,0.6733770330409786
83500000000,5.54076213379244,-0.035994649107491755,True,4.876808472000074,0.6188099805680195
84900000000,5.393764861388167,-0.10499805171733799,True,4.9137339283849375,0.567109406833351
89900000000,5.223777492016885,-0.033997473874256376,True,4.934403499293735,0.5270356147861771
92700000000,5.063101649137393,-0.05738422959981853,True,4.9424471336589635,0.49050937451205245
98900000000,4.907059064364591,-0.0251681588343229,True,4.940365482524,0.46017540196226564
100600000000,4.962384451569823,0.032544345414842454,True,4.9415887585821014,0.4364181210429644
105800000000,4.863850749888562,-0.01894878878485794,False,4.937497284440337,0.4124514415783422
110200000000,4.7368036832011775,-0.02887433333804196,True,4.927462604378379,0.39038515283252295
110400000000,4.621102017516941,-0.5785083284211812,True,4.912874005004024,0.344247368010918
111400000000,4.531913587433758,-0.08918843008318333,False,4.8955576223871935,0.32454574082482246
112100000000,4.643672396979053,0.15965544220756406,False,4.88460609084771,0.31737659740668084
114100000000,4.549111155542912,-0.04728062071807049,False,4.87062713521001,0.30218254665148286
116100000000,4.40850139538193,-0.07030488008049085,False,4.8521421056168865,0.28728304958220385
116200000000,4.277112143763949,-1.313892516179811,False,4.830025568622543,0.22569937397597253
116300000000,4.161536911262334,-1.1557523250161506,False,4.805266729461054,0.17453449623552353
116400000000,4.074962519271481,-0.8657439199085282,False,4.779184436239997,0.13738169565895025
116600000000,4.05281279167324,-0.11074863799120482,False,4.7541371381514885,0.12882547725722077
116800000000,4.149206991208964,0.48197099767862017,False,4.733972799920071,0.14059699460460076
116900000000,4.515753662622288,3.6654667141332364,False,4.726933472910465,0.25430246942810514
117200000000,5.581701497618017,3.5531594499857633,False,4.753644973682576,0.3573917500705319
119000000000,5.409659667394054,-0.0955787945688681,True,4.773524206825348,0.34366536992994406
120200000000,6.157271879480553,0.623010176738749,True,4.814222667785795,0.3518813936596148
124900000000,6.206306459863487,0.010432889443177532,False,4.853996490416587,0.34212572211057374
125300000000,6.027529126332589,-0.4469433338272455,True,4.886594619192031,0.3202071372234121
126000000000,6.097825948520492,0.10042403169700367,True,4.919330601065773,0.31426705329026594
126500000000,5.922655977425068,-0.35033994219084796,True,4.945733900443649,0.29677739551444715
127000000000,5.99616271848747,0.14701348212480525,True,4.972667972701183,0.292937295171123
137100000000,5.815573313979018,-0.01788013906024277,True,4.993740606233129,0.2851668593153388
137400000000,5.876816990141501,0.20414558720827536,True,5.015279054621138,0.2831907307273617
137800000000,5.704198609144055,-0.43154595249361494,True,5.031681901157398,0.26617319065067174
143300000000,5.555179049880755,-0.027094465320599944,True,5.04385625345329,0.25935301260482824
143600000000,5.441841856881764,-0.3777906433299716,True,5.052901380803937,0.24487247496994644
144500000000,5.336703195581683,-0.11682073477786739,True,5.059208087798998,0.23683484808666166
145900000000,6.211919800584986,0.6251547178595018,True,5.084267038076955,0.24527658438607122
148200000000,6.023271238113637,-0.08202111411797793,False,5.104245850843693,0.23831280356683615
148300000000,5.847509116283736,-1.7576212182990059,False,5.119730502207027,0.19673084477796443
148600000000,5.693287646351608,-0.5140715664404283,False,5.131435750046712,0.1822246731204462
148900000000,5.580434020625698,-0.3761787524196988,False,5.140415715458292,0.17105660460964334
149100000000,5.563166484978403,-0.08633767823647442,False,5.172371478072773,0.16932985104491383
149200000000,5.754880396092967,1.9171391111456426,False,5.210491576056667,0.21349777613562715
149300000000,6.398804071007393,6.439236749144257,False,5.258565373853067,0.33497057690405585
152400000000,6.2043621550856205,-0.06272319868444275,True,5.272830030484115,0.310700495355817
153500000000,6.260459494608488,0.050997581384425346,False,5.291542652821536,0.31199085502544976
153900000000,6.314855651716219,0.13599039276932734,False,5.314757772088592,0.31560923493017384
154200000000,6.367554930593781,0.17566426292520515,False,5.342167149347217,0.3295900949020642
154800000000,6.418608211627376,0.08508880172265847,False,5.373296636159575,0.3582823102671271
155100000000,6.468070924680855,0.16487571017826497,False,5.40728557563522,0.3709308164817904
155500000000,6.515990436917815,0.11979878059239946,True,5.442173511424363,0.3730298224374178
155600000000,6.562418791191901,0.46428354274086203,False,5.47375496888323,0.33996503913468346
156000000000,6.607400091759981,0.11245325142019924,False,5.491992188219337,0.19977546282185493
156300000000,6.484813529253971,-0.4086218750200329,False,5.510873216128568,0.1923229183036041
157800000000,6.532213947541619,0.03160027885843183,False,5.533642197851637,0.19505488491511946
158000000000,6.578128965032708,0.22957508745544697,False,5.560729227311953,0.20032633614171355
158600000000,6.62261790853431,0.074148239169336,False,5.591919552499892,0.20295698551709665
159500000000,6.665722613949972,0.04789411712851373,False,5.6270928234916,0.2044182310363534
159700000000,6.707483564756305,0.20880475403166177,False,5.661994805755329,0.2079434392086898
164300000000,6.747946171221147,0.008796218796704907,False,5.699676714181981,0.20849833936032106
167200000000,6.541728685748439,-0.07110947774920963,True,5.735775214232927,0.20765363647209767
169800000000,6.58727561724068,0.017518050573938668,False,5.7750986862274,0.21957416405200006
169900000000,6.631391238970204,0.44115621729524435,False,5.81708823925813,0.23018105699956862
170200000000,6.674114257060265,0.1424100603002021,False,5.857697076459754,0.22983614936142138
170400000000,6.715488369733096,0.20687056336415655,False,5.901024620743558,0.23491917304306592
170600000000,6.755540307370388,0.20025968818645712,False,5.947965398983327,0.24033046440840486
170800000000,6.794320862033907,0.19390277331759798,True,5.998309573348726,0.27048637019835303
175600000000,6.589412138398269,-0.04268931742409129,True,6.046867077891444,0.29274763035019424
176200000000,6.387926255802259,-0.33580980432668406,False,6.093126352622059,0.30334631266183115
176300000000,6.1927582649574,-1.9516799084485914,False,6.135925262087743,0.2665276872526834
176500000000,6.008522294410463,-0.9211798527346815,False,6.173111568151773,0.23846467024441736
176600000000,5.841460430828243,-1.670618635822203,False,6.199625703515892,0.1317429632453086
176700000000,5.706128019491472,-1.3533241133677087,False,6.2021142339533615,0.03361329197823915
176900000000,5.624719615538608,-0.40704201976431875,False,6.206415432916252,0.02738402747433014
177000000000,5.685935564038749,0.6121594850014045,False,6.196988706607416,0.027167013639583244
177100000000,6.005701008712294,3.197654446735454,False,6.192976597584393,0.09091144478542876
177200000000,7.004425861914456,9.987248532021615,False,6.21251453229603,0.299595282102406
177600000000,6.790025011659833,-0.5360021256365566,True,6.226358513558816,0.28686675895573477
180400000000,7.043522024257564,0.09053464735633257,True,6.248775834495467,0.29568425074667837
186600000000,7.683177566290679,0.1031702487150185,True,6.282516131451531,0.2948073860784826
188300000000,7.680033493705101,-0.0018494544621048532,True,6.319805335046052,0.2951279997704454
189100000000,7.448671974724816,-0.2892018987253564,False,6.351242434737719,0.28526105005177277
191000000000,7.227005758907373,-0.11666642937760155,True,6.381698577732985,0.2915586405140931
198000000000,7.052346223562163,-0.024951362192172866,False,6.411641921206613,0.2916015025766616
198600000000,6.957618988849908,-0.1578787245204246,True,6.441957463845975,0.29599974095285253
201800000000,6.745799999875623,-0.06619343405446398,True,6.470139399931855,0.29701228696732057
203500000000,7.132650056401369,0.22755885677985047,True,6.488554005048183,0.2890603697457276
208900000000,6.963126708038598,-0.03139321265977231,False,6.507351114446681,0.2900729277748917
211000000000,6.752050449784215,-0.10051250393065879,False,6.525441941116692,0.3232151020622586
211100000000,6.547625694116667,-2.044247556675476,False,6.5425287020719916,0.2926115822575576
211300000000,6.356774268450291,-0.9542571283318813,False,6.5580555070284845,0.281050014739314
211700000000,6.223279973654249,-0.33373573699010617,False,6.5712577768020015,0.2761020535642414
